word	polarity	subjectivity
rt(	0	-0.09
rt)	5	5
rt)//	0	-0.09
rt+1	0	-0.09
rt-	0.08	0.06
rt-ayer	0	-0.09
rt/	0.08	-0.39
rt//	0.08	-0.99
rt/en	0	-0.09
rt8411	0.08	0.06
rt@	0	-1.98
rt_	0	-0.09
rta	0	-0.09
rtae	0	-0.09
rtalerandrosans	0	-0.09
rtapple	0.08	0.06
rtb	0	-0.09
rtbbvzla	0	-0.09
rtc23	0	-0.34
rtchau(	0	-0.09
rtcnn	0	-0.09
rtcoronelmacario	0	-0.09
rtcosmos212	0.08	0.06
rtcotematurana	0	-0.09
rtdeadbrain	-0.08	0.06
rtdir_espiritual	0	-0.09
rtdurmiendo	0	-0.09
rte	0	-0.17
rtear	-0.08	0.05
rten	-0.08	0.04
rteso	0	-0.09
rtf	0	-0.09
rtfranxodo	0.24	0.18
rti	0	-0.09
rtja	-0.08	0.06
rtjlñ	0	-0.09
rtl	0.05	0.07
rtlinkey	0	-0.09
rtlugar	0	-0.09
rtluisfonsi	0	-0.09
rtm	-0.08	0.06
rtmarianavllzr	0	-0.09
rtmiguelcarbonell	0	-0.09
rtmo	0.08	0.06
rtnecesitamos	0	-0.26
rtninirios	0	-0.09
rtno	0	-0.17
rtojo	0	-0.09
rtorres	0	-0.09
rtp	0	-0.26
rtpara	0	-0.09
rtpasalo	0	-0.17
rtplis	-0.41	0.25
rtpls	0	-0.09
rtplx	0.08	0.06
rtplz	0.08	0.03
rtporfa	0	-0.26
rtporfacomenten	0	-0.09
rtquien	0	-0.09
rtr	-0.98	0.73
rtrt	0.16	0.1
rtrtrt	0.08	-0.3
rtrtrtrt	0	-0.09
rtruffello@gmail.com	0	-0.09
rts	-0.02	-2.58
rtsarriaroman	0.08	0.06
rtsp	0	-1.21
rtstark	0	-0.34
rtt	0	-0.17
rtte	0	-0.09
rttwittero	0	-0.34
rtu	0	-0.17
rtu00a1	0	-0.09
rtu00a1u00a1	0	-0.09
rtu00a1u00a1u00a1	0	-0.09
rtu00b4	0	-0.6
rtu00b4s	0	-1.12
rtu00bb	0.08	0.06
rtu201c	0	-0.09
rtuh	0	-0.09
rtuna	0.16	0.12
rturgente	0.08	0.06
rtuyos	0	-0.09
rtvcanal12@gmail.com	0.08	0.06
rtvcyl.es	0	-0.09
rtve	0	-0.6
rtve.es	0	-0.09
rtverlier	0	-0.09
rtvoluntarios	0	-0.09
rtw	0.16	0.08
rtwet	0	-0.09
rtwiteando	0	-0.09
rtwiten	0	-0.43
rtwitero	0	-0.09
rtwitt	0	-0.09
rtxfa	0	-0.09
ru	-0.1	-0.98
ru00c8plic	0	-0.09
ru00cago	0	-0.09
ru00cco	0	-0.09
ru00e	0	-0.09
ru00e8plica	-0.08	-0.04
ru00e8plicas	-0.65	0.43
ru00ea-bóla	0	-0.09
ru00eae	0	-0.09
ru00f4	0	-0.09
ru00f6mer	0	-0.09
ru0103spuns	0	-0.09
ru0454u0432u0454u2113u2202u0454	0	-0.09
ru2665y	0	-0.09
rua	0	-3.19
rual	0.08	0.06
ruales	0	-0.09
rualme	-0.08	-0.82
ruand	0	-0.09
ruanda	0	-0.09
ruas	0.08	-2.28
rube	0.08	0.04
ruben	4.26	2.42
rubencito	0.08	0.06
rubenorigen	0	-0.09
rubeola	0	-0.09
ruber	0	-0.09
rubi	0.13	0.03
rubia	0.43	0.39
rubiales	0	-0.17
rubias	0.08	-0.64
rubik	0.08	0.06
rubiku2019s	0	-0.09
rubila	0	-1.38
rubilar	1.54	0.63
rubilar-norma	0	-0.09
rubinos	0	-0.09
rubio	1.02	0.08
rubio(av	0	-0.09
rubios	0	-0.09
rubo	0	-0.43
rubro	0	-0.17
rubu00c8n	0	-0.17
rubu00e8n	0	-0.17
ruby	0.08	-0.04
rubyhernandezcarvajal@hotmail.com	0	-0.09
rubé	0	-0.09
rubén	0.08	-1.16
rubéngigen	0	-0.09
rubí	0	-0.09
rucalhue	0.05	0.13
rucamanqui	0	-0.34
rucia	0	-0.43
rucio	0.16	0.09
rucos	-0.08	0.06
rucsia	0	-0.09
rud	0	-0.26
ruda	0.13	0.12
rudas	0	-0.09
rudd	0	-0.17
rude	0	-0.09
rude/	0	-0.09
rudecindo	0	-0.26
ruders	0	-0.09
rudi	0	-0.09
rudiberto	0	-0.09
rudis	0	-0.26
rudith	0	-0.09
rudo	-0.08	-0.39
rudolf	0	-0.17
rudolfi	0	-0.09
rudos\	0	-0.09
rudy	-0.08	0.01
rue	0	-0.17
rue-www.estilocallejero.com	0	-0.09
rueda	0.57	-0.28
ruedalo	0	-0.17
ruedalo.org	0	-0.09
ruedas	0.32	0.14
ruedass	0.08	0.06
ruedenlo	0.08	0.05
rueditas	0	-0.17
ruedo	-0.08	0.05
ruega	-0.08	-5
ruego	-0.35	-4.21
ruegue	0	-0.26
ruela	0	-0.17
rufenacht	0	-0.09
ruff	0.08	0.06
ruffle	0	-0.09
ruffles	0	-0.09
ruffpr	0.08	0.06
rufina	-0.08	0.06
rufino	0	-0.52
rufiá	0	-0.09
rugb	0	-0.09
rugby	0.08	-0.04
ruge	0	-0.09
rugen	0	-0.09
rugendas	0	-0.09
ruggeri	0	-0.09
rugido	-0.08	0.06
rugidos	0	-0.09
rugiero	0	-0.09
rugió	0	-0.09
rugos	0	-0.09
rugía	0	-0.09
rui	-0.08	-1.59
ruices	0	-0.17
ruid	0	-0.26
ruidito	-0.08	0.05
ruido	-2.23	1.39
ruidos	-0.53	0.4
ruidosas	0	-0.09
ruidoso	-0.08	0.06
ruifo	0	-0.09
ruiles	0	-0.09
ruiloba	0	-0.17
ruim	0	-0.86
ruim&quente	0	-0.09
ruin	0	-0.43
ruina	0.08	-1.85
ruinas	-0.09	-4.37
ruinas\	-0.08	0.06
ruinoso	0	-0.26
ruins	0	-0.26
ruiseco	0	-0.09
ruiva	0	-0.17
ruivo	0	-0.09
ruiz	2.01	0.55
ruiz-alvarez	0	-0.26
ruiz-esquide	0.89	0.67
ruiz-tagl	0	-0.09
ruiz-tagle	0	-0.17
ruiz\	0	-0.09
ruje	-0.08	0.05
rujen	0	-0.09
rukan	0	-0.09
rukes	0	-0.09
rule	0	-0.09
rulea	0	-0.09
rulean	0	-0.17
ruleque	0	-0.09
ruler	0	-0.09
rules	-0.02	0.06
ruleta	0.08	0.04
ruletean	0	-0.09
rulez	0	-0.17
rulfino	0	-0.09
ruli	0.08	0.06
ruliento	0	-0.09
rulito	-0.08	0.06
rulo	0.08	0.04
rulos	0.13	0.18
rulos\	0	-0.09
rulosa	0	-0.09
rulotronics	0	-0.09
rulz	0.16	0.09
rum	0	-0.09
rumah	0	-0.09
rumana	0.24	0.17
rumania	2.19	1.58
rumano	0.08	0.05
rumanos	0.08	0.04
rumanía	0	-0.09
rumb	0	-0.26
rumba	0.49	0.29
rumbas	0	-0.09
rumbeado	0	-0.17
rumbeamos	0	-0.09
rumbear	0	-0.09
rumbita	-0.02	0.12
rumble	0	-0.09
rumbo	5	5
rumbora	0	-0.09
rumbos	0.16	0.11
rumiano	0	-0.26
rumino	0	-0.17
ruminot	-0.24	0.14
rumo	-0.1	-0.72
rumor	-5	3.14
rumor)gente	-0.08	0.06
rumora	0	-0.52
rumore	-0.16	-3.18
rumorea	-0.16	-0.25
rumoreaban	-0.08	0.06
rumorean	0	-0.09
rumoreando	0	-0.09
rumored	0	-0.09
rumores	-0.51	-3.59
rumoro	-0.08	0.06
rumorología	0	-0.09
rumoros	0	-0.34
rumoroso	0	-0.26
rumos	0	-0.17
rumpy	0	-0.09
rumualdo	0	-0.52
run	0	-1.55
runa	0	-0.09
runaway	0	-0.34
runaways	0	-0.09
runaways\	0	-0.17
runescap	0	-0.09
runner	0	-0.17
runners	0	-0.09
running	-0.08	0.05
runrunes	0	-0.6
runs	0	-0.09
runyan	0	-0.09
rupert	0	-0.34
rupertina	0	-0.17
ruperto	0.08	-0.13
ruptura	-0.08	-3.57
rupturas	0	-0.34
ruquito	-0.08	0.06
rura	-0.16	0.12
rurais	0	-0.09
rural	-0.02	-2.06
rurale	0	-0.43
rurales	-0.24	-2.79
ruralistas	0	-0.09
ruralmacrozoneamento	0	-0.09
rus	0	-0.6
rusa	0	-0.6
rusas	0	-0.78
rush	0	-0.43
rusi	0	-0.78
rusia	-0.09	-5
ruso	0.05	0.12
rusos	-0.08	-0.13
rusque	0	-0.43
russ	0.16	0.12
russell	0	-0.26
russia	0	-0.09
russos	0	-0.09
rustica	0	-0.09
rusty.cl@hotmail.com	0	-0.09
rut	2.59	-5
ruta	-3.88	-5
ruta5	0	-0.69
ruta5s	0	-0.09
ruta5su	0	-0.09
ruta5sur	0	-0.95
ruta6	0	-0.09
rutas	0.13	-5
rutas.tránsito	0	-0.09
rutcher	0	-0.09
rutera	0	-0.09
ruteros	0	-0.17
rutgers	0	-0.09
ruth	0.46	-2.56
ruth_tamara86	0	-0.09
rutin	0	-0.17
rutina	-0.18	0.01
rutinas	0	-0.52
ruto	0	-0.09
ruty	-0.08	0.06
ruv	0	-0.09
ruy	0	-0.09
ruyman	0	-0.09
ruz	1.29	0.9
ruín	0	-0.09
ruíz	-0.08	0.04
rv	0	-0.09
rvera	0.16	0.12
rvj	0	-0.09
rvl	0	-0.09
rvolucion	-0.08	0.06
rw	0	-0.09
rwespondame	0.08	0.06
rwin	0	-0.09
rx	0	-0.09
rx6	0	-0.09
ry	0	-0.17
ryan	0.32	0.13
ryasdfghjkl	0	-0.09
rybertt	0	-0.6
ryder	-0.08	0.06
ryjneyjnea	0	-0.09
ryla	0	-0.09
ryo	-0.24	0.18
ryoko	0	-0.09
rypliaba	0	-0.09
rys	-0.08	0.04
ryselberg	0	-0.09
ryselberge	0	-0.09
ryselverghe	0	-2.5
rysselberge	0	-0.26
rysselbergh	0	-0.34
rysselberghe	-0.08	-4.61
rysselverghe	-0.08	-0.39
ryu	0	-0.09
ryuky	0	-0.34
ryukyu	0	-1.55
ryyuko(japon	0	-0.09
rá	0.24	0.14
ráapido	-0.08	0.06
rábago	0	-0.09
rábano	0	-0.09
rádio	0.08	-1.51
rádios	0	-0.17
ráfaga	0	-0.26
ráfagas	0	-0.09
ránking	0	-0.09
rápid	-0.02	-0.6
rápida	0.59	0.43
rápida\	0	-0.09
rápidament	0	-0.26
rápidamente	-0.02	-0.17
rápidas	0.08	0.03
rápido	0.09	-0.72
rápido/	-0.08	0.06
rápidos	0.16	0.06
rápidou201d	0	-0.09
ráting	0	-0.09
ráá	0	-0.09
récord	0.08	-1.07
récords	0.16	0.11
réflex	0	-0.09
régimen	0	-0.86
régimen\	0	-0.26
réica	0	-0.09
réicas	0	-0.43
rélica	0	-0.09
rélplica	0	-0.09
répica	0	-0.26
répicas	0	-0.26
répicla	0.08	0.06
répilca	0	-0.09
répilica	0	-0.09
réplca	0	-0.09
réplic	0	-1.81
réplica	-1.63	-5
réplica\	0	-0.17
réplican	0	-0.09
réplicart	0	-0.09
réplicas	-3.97	-5
réporteár	0	-0.09
réves	0	-0.09
rí	-0.08	-5
ría	0	-0.09
rían(	-0.08	0.06
rías	-0.08	0.06
rídiculo	0	-0.43
ríe	0	-0.26
ríen	-0.08	0.02
ríes	0.08	0.03
rígid	0	-0.09
rímel	0	-0.09
río	0.29	-5
río\	0	-0.26
ríomaule	0	-0.09
ríos	0.46	-0.32
ró	0.08	0.06
róbate	0	-0.6
rómul	0	-0.09
rós	0.08	0.06
rótulo	0	-0.09
rótulos	0	-0.09
rúales	0	-0.09
rúúun	0	-0.09
s	-0.4	2.62
s&	-0.08	0.06
s&acute	0	-0.17
s&atilde	0	-0.17
s&oacute	0	-0.09
s&p	0	-0.09
s(	0	-0.17
s(l	0	-0.09
s++	0	-0.09
s-	0	-0.26
s-11	0	-0.34
s-n	0	-0.09
s.a	0	-0.26
s.a.	0	-0.69
s.américa	0	-0.09
s.c	0	-0.09
s.d.w.	0	-0.09
s.j	0	-0.95
s.j.	0	-0.17
s.m.	0	-0.09
s.o.	0	-0.17
s.o.s	0.57	0.39
s.o.s.	0	-0.17
s.p	-0.16	0.12
s.rs	0	-0.09
s.s	0	-0.09
s.u.p	0.08	0.06
s.u.r.	0	-0.09
s/	0.08	-2.2
s/a	0	-0.09
s/agu	0	-0.26
s/c	0.24	0.18
s/cagua	0	-0.34
s/ccs	2.02	1.52
s/charallave	0	-0.09
s/comunicacione	0	-0.09
s/confirmar	0	-0.09
s/contar	-0.16	0.12
s/el	0	-0.17
s/familiares	0	-0.09
s/luz	0	-0.26
s/mucho	0.08	0.06
s/n	0.57	0.31
s/rosende	0	-0.09
s/t	0	-0.09
s/toque	0	-0.09
s/tv	0	-0.17
s/usgs	0	-0.09
s/v	0	-0.26
s01e02	0.08	0.06
s01e06	0	-0.17
s02e01	0	-0.09
s02e21	0	-0.09
s05e12	0	-0.09
s10	0	-0.17
s11	0	-0.09
s17	0	-0.17
s2	0.43	-5
s20	0	-0.17
s2000	0	-0.17
s22	0.08	0.02
s2blue	0	-0.09
s2f	0	-0.09
s2s2	0	-0.52
s2s2s2	0	-0.26
s2s2s2s2s2s	0	-0.09
s3	-0.08	0.06
s4f	0	-0.09
s60	0	-0.26
s8	0.08	0.06
s800	0	-0.09
s9on	0	-0.09
s:	-0.47	0.46
s;	0	-0.09
s=	0	-0.26
s[emergencia	0	-0.52
s\id\	0	-0.09
s]asu00c7a]s	0	-0.09
s_s	0	-0.09
sa	-0.3	0.52
sa]s	0	-0.09
sa]su00c7]su00c3s]a	0	-0.09
sa]su00c7a]u00c3]sa	0	-0.09
sab	-0.57	-1.66
saba	-0.08	0.03
sabad	0	-4.22
sabadao	0.08	0.06
sabadel	0	-0.34
sabadito	0.08	0.05
sabado	-1.33	3.48
sabado/doming	0	-0.09
sabadocuatro	0	-0.09
sabados	-0.08	0
sabadoóh	0	-0.09
sabadu00e3	0	-0.09
sabadu00e3o	0	-0.09
sabag	0	-0.09
sabahu0131	0	-0.09
sabamingo	0.08	0.06
sabana	2.16	1.76
sabana\	0.24	0.18
sabanas	-0.02	0.12
sabanci	0	-0.09
saband	0	-0.6
sabandijas	-0.08	0.05
sabando	0.24	-0.64
sabando-palmahidalgo-palma	0	-0.09
sabar	0	-0.09
sabas	0.08	0.01
sabastian	0	-0.17
sabastián	0	-0.09
sabat	-0.16	-0.68
sabater	0.08	0.06
sabatina	0	-0.17
sabatino	0	-0.17
sabatinos	0	-0.09
sabato	0	-0.09
sabba	-0.08	0.06
sabbagh	0	-0.09
sabbe	0.08	0.06
sabbes	0	-0.09
sabdi	-0.08	0.06
sabdio	0	-0.09
sabdjasf	0	-0.09
sabdo	-0.24	0.17
sabe	-5	-5
sabe-se	0	-0.09
sabe\	0	-0.09
sabealgo	0	-0.09
sabeas	0	-0.09
sabeb	0	-0.09
sabebque	0	-0.09
sabedori	0	-0.09
sabedoria	0	-0.17
sabedra	0	-0.09
sabei	-0.16	0.11
sabeis	0	-0.26
sabek	0	-0.09
sabel	0	-0.17
sabela	0.08	0.06
sabella	0	-0.09
sabellebuarque	0	-0.09
sabelo	-0.02	0.09
sabelotod	0	-0.09
sabelotodo	-0.08	0.06
sabem	0	-0.43
sabemn	0	-0.09
sabemo	-0.02	0.05
sabemois	-0.08	0.06
sabemos	-5	5
sabempe	0	-0.09
saben	1.56	5
sabenada	0	-0.09
sabenalgo	0	-0.6
sabendo	0	-1.55
sabenn	-0.02	0.11
saber	-0.5	5
saber)	0	-0.09
saber+info	0	-0.09
saber/	-0.08	0.06
saber\	-0.08	0.02
sabercomo	-0.16	0.12
saberemos	0	-0.17
saberia	-0.08	0.05
saberl	0.24	0.17
saberlo	1.08	1
sabermos	0	-0.09
sabers	0	-0.17
sabersobre	0	-0.09
saberte	0.13	0.24
sabertelo	0	-0.09
saberu00e3o	0	-0.17
saber¿	0	-0.09
sabes	4.82	5
sabes(	0	-0.09
sabesu00a1u00a1u00a1u00a1	0.08	0.06
sabgre	-0.08	0.06
sabi	-0.29	0.18
sabia	-4.71	4.05
sabiad	-0.08	0.06
sabiado	-0.08	0.05
sabiam	0.08	0.06
sabiamenteloca	0	-0.09
sabiamos	-0.15	0.4
sabian	-0.03	0.39
sabiando	-0.02	0.12
sabias	-0.05	0.91
sabiasmos	-0.08	0.06
sabid	0	-0.26
sabido	-5	5
sabidos	0	-0.09
sabiduria	-0.02	0.08
sabiduría	-0.08	-0.13
sabiendas	0	-0.09
sabiendo	-0.27	0.98
sabih	0	-0.09
sabilove	0	-0.09
sabin	0	-0.6
sabina	0.05	0.01
sabine	0	-0.52
sabino	0	-0.09
sabio	0.08	0.06
sabios	0	-0.26
sabis	-0.33	0.22
sabiá	0	-0.09
sablazo	0	-0.09
sable	0	-0.26
sabmos	-0.24	0.18
sabn	0	-0.09
sabne	-0.08	0.06
sabo	-0.02	0.1
sabonet	0	-0.09
sabonetes	0	-0.09
sabor	0.16	0.55
saborear	0	-0.09
sabores	0	-0.34
saborosa	0	-0.17
sabotaj	0	-0.09
sabotaje	0	-0.09
sabotajes	0	-0.09
saboteo	0	-0.09
sabr	-0.73	0.28
sabr&atilde	0	-0.09
sabra	-0.04	0.12
sabran	0.24	0.08
sabras	0.4	0.28
sabre	0.16	0.07
sabremo	0	-0.17
sabremos	0.24	0.05
sabremosejor	0	-0.09
sabria	-0.16	0.12
sabrin	0	-0.26
sabrina	-0.08	-0.13
sabrosa	0	-0.17
sabrosas	0	-0.09
sabrosearmelo	-0.08	0.06
sabrosito	0.08	0.06
sabroso	0.16	0.04
sabrosonas	0	-0.09
sabrotrzzo	0.08	0.06
sabru00e0n	0	-0.09
sabry	0.16	0.1
sabrá	-0.02	0.05
sabrán	0.08	0.02
sabrás	0	-0.09
sabré	-0.08	0.01
sabría	-0.02	0.11
sabrían	0	-0.09
sabrías	0	-0.09
sabs	-0.35	0.35
sabtiago	0	-0.09
sabu00c3o	0	-0.09
sabu00eca	-0.16	0.11
sabwer	0	-0.09
saby	0	-0.09
sabádo	0	-0.09
sabé	0	-0.09
sabéi	0	-0.09
sabéis	0	-0.17
sabés	0.1	0.29
sabí	0	-0.34
sabía	-1.6	1.33
sabíamo	0	-0.09
sabíamos	-0.08	0.02
sabían	0.08	-1.59
sabías	-0.16	0.05
sabís	0	-0.17
sac	0	-1.64
saca	-0.68	0.38
sacaba	-0.16	0.06
sacabamos	0	-0.09
sacaban	0	-0.26
sacabas	-0.08	0.06
sacabdo	0	-0.09
sacada	0.1	-5
sacadas	0.08	-0.47
sacadinha	0	-0.09
sacado	-0.49	0.5
sacados	0	-0.09
sacaear	0	-0.09
sacaeos	0	-0.09
sacai	0	-0.09
sacala	0	-0.43
sacale	0.16	0.01
sacame	0	-0.09
sacamos	-0.15	0.23
sacan	-3.15	2.08
sacana	-0.08	0.06
sacanage	0	-0.52
sacanagen	0	-0.09
sacanas	0	-0.17
sacando	-1.21	1.05
sacandole	0.16	0.09
sacandose	0	-0.6
sacandote	0	-0.17
sacanea	0	-0.09
sacanear	0	-0.17
sacaniar\	0	-0.09
sacanso	0	-0.09
sacao	-0.02	0.12
sacaquearon	0	-0.09
sacar	-0.38	4.63
sacar+	0	-0.09
sacara	-0.16	0.07
sacaran	-0.08	0
sacararon	0.08	0.06
sacaras	0	-0.26
sacarce	0	-0.09
sacare	-0.08	0.04
sacaremos	0	-0.34
sacaria	0	-0.09
sacarinas	0	-0.09
sacarl	0	-0.09
sacarla	0	-0.17
sacarlas	0	-0.09
sacarle	-0.39	0.37
sacarles	0	-0.86
sacarlo	-0.04	0.23
sacarlos	-0.08	0.01
sacarme	-0.33	0.2
sacarn	0	-0.09
sacarnos	0.08	0.03
sacaro	0	-0.09
sacaron	-1.08	0.39
sacarse	0.16	0.03
sacart	0.08	0.06
sacarte	-0.02	0.09
sacará	0.08	-0.04
sacarán	0	-0.17
sacarás	0	-0.09
sacaré	0.08	0.06
sacaría	0	-0.26
sacaríamos	0	-0.09
sacas	0.38	0.17
sacass	0.08	0.06
sacast	0	-0.09
sacaste	0.05	-3.66
sacastes	0.08	0.02
sacate	0.05	0.11
sacay	0	-0.17
saccate	0.08	0.06
sacciones	0	-0.09
sace	0.16	0.12
sacean	0	-0.09
sacem	0	-0.09
sacerdot	0	-0.09
sacerdote	-0.08	-0.13
sacerdotes	0	-0.17
sacha	0	-0.26
sachi	-0.08	0.06
sachs	0	-0.17
sachu00ea	0	-0.17
saci	0	-0.26
sacian	0	-0.09
saciar	0	-0.26
saciaré	0	-0.09
saciclope	0	-0.09
sacid	0	-0.09
sacidiando	0	-0.09
saciedad	0	-0.09
sack	0	-1.9
sacky	0	-0.09
saco	-0.95	1.34
saco[2	0	-0.09
sacocachas	-0.08	0.06
sacode	0	-1.03
sacohueas	0	-0.09
sacola	0	-0.09
sacos	-0.12	0.02
sacou	0	-0.09
sacoweas	-0.08	0.05
sacowue	0	-0.09
sacra	0	-0.09
sacrament	0	-0.09
sacramentinos	0	-0.17
sacramento	0	-0.09
sacramentos	0	-0.09
sacrificable	0	-0.09
sacrificado	-0.08	0.05
sacrifican	0	-0.09
sacrificar	0	-0.09
sacrificaron	0	-0.17
sacrificarse	0.08	0.06
sacrificará	0	-0.09
sacrificaste	0	-0.09
sacrifici	0	-0.09
sacrificio	0.08	0.06
sacrificios	0	-0.09
sacrifico	0.16	0.12
sacrifícios	0	-0.09
sacrilegio	0.08	0.05
sacrme	0.08	0.06
sacste	0	-0.09
sacu	0	-0.17
sacu00f2	-0.08	0.05
sacu00f5	0	-0.09
sacu00f5es	0	-0.09
sacud	0	-0.17
sacuda	-0.08	0.04
sacude	1.72	-5
sacuden	0.08	-5
sacudete	0	-0.09
sacudi	0	-0.09
sacudia	-0.08	0.04
sacudid	-0.16	0.08
sacudida	0.4	-0.63
sacudidas	0	-2.16
sacudidita	-0.08	0.06
sacudiditas	0	-0.09
sacudido	0.05	-1.5
sacudidon	0	-0.09
sacudidos	0.08	0.05
sacudiendo	0	-0.69
sacudiendome	0.08	0.06
sacudiera	0	-0.17
sacudieron	0.05	-5
sacudindo	-0.08	0.05
sacudio	-0.15	-0.02
sacudir	0	-1.29
sacudira	0	-0.09
sacudiran	0	-0.09
sacudirse	0	-0.34
sacudirá	0	-0.09
sacudis	0	-0.09
sacudiu	0	-0.17
sacudiéndose	0	-0.09
sacudió	-0.59	-5
sacudióchile	0	-0.17
sacudióile	0	-0.09
sacudn	0	-0.6
sacudo	-0.16	0.12
sacudon	-0.08	0
sacudía	0	-0.17
sacudío	0	-0.09
sacudó	0	-0.34
sacudón	-0.08	0.02
sacuido	0	-0.09
sacyr	0	-0.26
sacándolo	0.08	0.06
sacándome	-0.08	0.06
sacándose	0	-0.09
sacó	0.19	0.09
sacó\	-0.08	0.06
sad	-0.73	0.44
sadaca	0	-0.09
sadasdas	0	-0.09
sadasjd	-0.08	0.06
saddam	0	-0.09
saddys	0	-0.09
sade	0	-0.17
sadece	0	-0.09
sader	0	-0.17
saderland	0	-0.09
sadfasdas	0	-0.09
sadi	0	-0.09
sadia	0	-0.09
sadica	0	-0.09
sadico	-0.08	0.05
sadicos/morbosos	0	-0.09
sadie	0	-0.09
sadiuhsaduhasud	0	-0.09
sadjashdjksadsad	-0.08	0.06
sadler	0	-0.26
sadly	0.08	0.06
sadomasoquismo	-0.08	0.04
sadop	0	-0.26
sadosahdoasdoahdo	0	-0.09
sadrach	0	-0.09
sadremos	0	-0.09
sadsadsad	0	-0.17
sadsas	0	-0.09
saduaqasova	0	-0.09
sady	0	-0.09
sadymaureria@gmail.com	0	-0.09
sae	0.16	-1.89
saea	0	-0.09
saelze	0	-0.17
saen	0	-1.98
saenz	0	-0.26
saer	0.05	0.16
saes	0	-0.09
saesa	0	-0.86
saez	5	3.46
saf	0	-0.43
safa	0	-0.26
safad	0	-0.43
safada	-0.08	0.01
safada+los	0	-0.09
safadas	0	-0.09
safado	0	-0.34
safados	0	-0.09
safadu00e3o	0	-0.09
safaduxo	0	-0.09
safalte	0	-0.09
safanu00f5esu201	0	-0.26
safar	0	-0.52
safari	0	-0.34
safarse	0	-0.09
safas	-0.08	0.06
safaste	0	-0.09
safe	-0.02	0.09
safectad	0	-0.09
safety	0	-0.09
saffirio	0	-0.09
safie	0	-0.09
safo	0	-0.09
safra	0	-0.09
safrica	0	-0.09
saftdfytasufdfasdy	0	-0.09
sag	-0.02	0.08
saga	0.16	0.06
sagaf	-0.08	0.04
sagal	0.08	0.06
sagan	0.08	0.02
sagasc	0	-0.09
sagda	0	-0.09
sagdfsaghf	0	-0.09
sagitario	0	-0.26
sago	0	-0.09
sagrad	0	-0.09
sagrada	0.16	-1.2
sagrado	0.08	-0.73
sagrados	0.08	0
sagre	0	-0.34
sagred	0.08	0
sagredo	0.24	-5
sagripanti	0	-0.09
sagues	0	-0.09
saguez	0	-0.09
sagunto	0	-0.26
sah	0	-0.17
sahara	0.08	0.05
saharis	0	-0.09
sahgdshd	0	-0.09
sahkhasdj	0	-0.09
sahlsake	0	-0.09
sahne	0	-0.09
sahufihsiudfhsiuad	-0.08	0.06
sahuhsuahsauas	0	-0.09
sahushuahsu	0	-0.09
sai	-0.21	-3.95
saia	-0.24	-5
saiasjias	0	-0.09
saib	0	-0.09
saiba	-0.1	-0.38
saibam	0	-0.09
saibia	0	-0.09
saicos	0	-0.09
said	0	-0.78
saida	-0.08	0.01
saiduhias	0	-0.09
saie	0	-0.09
saieh	0	-0.09
saiko	0	-0.17
sailer	0	-0.52
sailor	0	-0.17
saimos	0	-0.17
sain	0	-0.17
saind	0.08	0
sainda	0	-0.09
saindo	0.05	-1.41
saint	0.08	-4.01
saint-saen	0	-0.09
saio	0.08	0
sair	1.13	-3.67
sairia	0	-0.17
sairá	0	-0.09
saiss	0	-0.09
saito	-0.08	0.06
saiu	-0.16	-2.58
sajdhskaj	0.08	0.06
sajhdsa	0	-0.09
sajoni	0	-0.17
sajosajosjoajosjo	0	-0.09
sajsl	0	-0.09
sak	0.08	0.06
saka	0	-0.34
sakaba	-0.08	0.06
sakada	-0.08	0.06
sakar	0	-0.17
sakaste	0	-0.09
sakate	0	-0.09
sakdjdaksjda	0	-0.09
sakdres	0	-0.09
sakdw	0	-0.09
sake	-0.02	0.1
sakea	-0.08	0.05
sakeaban	0	-0.09
sakead	0	-0.09
sakeada	0	-0.09
sakeado	0	-0.17
sakeadores	-0.16	0.07
sakeados	0	-0.17
sakean	-0.08	0.04
sakeando	-0.65	0.25
sakear	-0.29	0.33
sakearon	0	-0.26
sakeartela	0.08	0.06
sakemos	0.08	0.06
saken	-0.1	0.17
sakenado	-0.08	0.06
sakenlo	0	-0.09
sakeo	-0.18	0.11
sakeos	-1	0.28
sakeoss	0	-0.09
sakeosss	-0.08	0.06
sakeoz	0	-0.09
sakesos	0	-0.09
sakiado	-0.02	0.12
sakiadores	0	-0.17
sakiando	-0.16	0.06
sakjaskjas	-0.08	0.06
sakjdsa	0	-0.26
sakjdxnuyrasudk	-0.08	0.06
sakjsa	0	-0.09
sakjwk	0	-0.09
sako	0.08	0.03
sakos	0	-0.09
sakr	0	-0.09
saksj	0.08	0.06
sakuda	0	-0.09
sakur	0	-0.09
sakura	0	-0.09
saké	0	-0.17
sal	1.67	1.37
sal-salsa	0	-0.09
sal2	0.16	0.12
sal\	0	-0.09
sala	1.58	0.47
salaberry	0	-0.09
salad	0	-0.52
salada	0	-0.6
saladillenses	0	-0.09
saladillo	0	-0.26
saladitos	0.08	0.06
saladk	0	-0.09
salado	0	-0.52
salados	0	-0.17
salalzar	0	-0.09
salamaga	0	-0.17
salamanc	0	-0.95
salamanca	0.94	0.48
salamanca(sur	0	-0.26
salamanda	0	-0.17
salamandra	0	-0.09
salame	0.08	0.05
salamer	0	-0.09
salanca	0	-0.09
salande	0	-0.09
salander	-0.08	0.06
salao	0	-0.43
salar	0	-0.09
